neighborhood,address,units,stories,construction,apn,block,lot,last_permit,streetview,recorder_lookup
Noe Valley,5157 Diamond Heights Bl,21,4,wood frame (5),7501010,7501,010,2024-09-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746951903,-122.439862886",https://sfassessor.org/ (search APN 7501010)
Noe Valley,5175 Diamond Heights Bl,21,3,wood frame (5),7518038,7518,038,2014-10-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.745981123,-122.439923383",https://sfassessor.org/ (search APN 7518038)
Noe Valley,610 Clipper St,21,3,wood frame (5),6544020,6544,020,2023-03-17T13:25:44.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.748882681,-122.438583115",https://sfassessor.org/ (search APN 6544020)
Noe Valley,164 Valley St,20,2,wood frame (5),6615016,6615,016,2014-07-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.744800233,-122.425948685",https://sfassessor.org/ (search APN 6615016)
Noe Valley,274 Red Rock Wy,20,3,wood frame (5),7515A066,7515A,066,2011-09-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746077509,-122.443030949",https://sfassessor.org/ (search APN 7515A066)
Noe Valley,3930 24th St,19,4,constr type 3,3654009,3654,009,2020-09-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751758427,-122.430434741",https://sfassessor.org/ (search APN 3654009)
Noe Valley,1070 Church St,18,4,wood frame (5),3628011,3628,011,2014-08-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753758837,-122.427980683",https://sfassessor.org/ (search APN 3628011)
Noe Valley,4155 Cesar Chavez St,18,6,wood frame (5),6581045,6581,045,2023-06-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747112513,-122.432567169",https://sfassessor.org/ (search APN 6581045)
Noe Valley,5001 Diamond Heights Bl,16,3,wood frame (5),7501140,7501,140,2024-08-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747421222,-122.442688164",https://sfassessor.org/ (search APN 7501140)
Noe Valley,5007 Diamond Heights Bl,16,3,wood frame (5),7501143,7501,143,2024-04-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747421222,-122.442688164",https://sfassessor.org/ (search APN 7501143)
Noe Valley,5011 Diamond Heights Bl,16,3,wood frame (5),7501145,7501,145,2025-12-31T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747421221,-122.442688165",https://sfassessor.org/ (search APN 7501145)
Noe Valley,5017 Diamond Heights Bl,16,3,wood frame (5),7501148,7501,148,2022-07-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747421222,-122.442688164",https://sfassessor.org/ (search APN 7501148)
Noe Valley,5031 Diamond Heights Bl,16,3,wood frame (5),7501155,7501,155,2024-08-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747421222,-122.442688164",https://sfassessor.org/ (search APN 7501155)
Noe Valley,550 27th St,16,2,wood frame (5),6581055,6581,055,2024-02-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746791626,-122.432754601",https://sfassessor.org/ (search APN 6581055)
Noe Valley,15 Red Rock Wy,15,5,constr type 1,7517399,7517,399,2000-08-18T14:55:15.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746488057,-122.440950762",https://sfassessor.org/ (search APN 7517399)
Noe Valley,1548 Dolores St,15,3,wood frame (5),6615008,6615,008,1991-01-31T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.744746274,-122.424704869",https://sfassessor.org/ (search APN 6615008)
Noe Valley,1781 Church St,15,3,wood frame (5),6637021,6637,021,2017-08-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.742353746,-122.426347049",https://sfassessor.org/ (search APN 6637021)
Noe Valley,228 Duncan St,15,4,wood frame (5),6593005,6593,005,2022-09-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746446048,-122.425417572",https://sfassessor.org/ (search APN 6593005)
Noe Valley,275 Grand View Av,15,3,wood frame (5),2776016,2776,016,2023-06-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.753526118,-122.441398686",https://sfassessor.org/ (search APN 2776016)
Noe Valley,5110 Diamond Heights Bl,15,3,wood frame (5),7515A041,7515A,041,2024-05-24T11:21:33.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74684335,-122.441470198",https://sfassessor.org/ (search APN 7515A041)
Noe Valley,5112 Diamond Heights Bl,15,3,wood frame (5),7515A043,7515A,043,2023-05-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74684335,-122.441470198",https://sfassessor.org/ (search APN 7515A043)
Noe Valley,5112 Diamond Heights Bl,15,3,wood frame (5),7515A042,7515A,042,2023-05-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74684335,-122.441470198",https://sfassessor.org/ (search APN 7515A042)
Noe Valley,5114 Diamond Heights Bl,15,3,wood frame (5),7515A045,7515A,045,2024-05-24T12:45:03.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74684335,-122.441470198",https://sfassessor.org/ (search APN 7515A045)
Noe Valley,5114 Diamond Heights Bl,15,3,wood frame (5),7515A044,7515A,044,2024-05-24T12:45:02.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74684335,-122.441470198",https://sfassessor.org/ (search APN 7515A044)
Noe Valley,5114 Diamond Heights Bl,15,3,wood frame (5),7515A046,7515A,046,2019-05-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74684335,-122.441470198",https://sfassessor.org/ (search APN 7515A046)
Noe Valley,5116 Diamond Heights Bl,15,3,wood frame (5),7515A049,7515A,049,2023-05-31T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74684335,-122.441470198",https://sfassessor.org/ (search APN 7515A049)
Noe Valley,5118 Diamond Heights Bl,15,3,wood frame (5),7515A040,7515A,040,2023-06-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74684335,-122.441470198",https://sfassessor.org/ (search APN 7515A040)
Noe Valley,5118 Diamond Heights Bl,15,3,wood frame (5),7515A051,7515A,051,2023-06-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74684335,-122.441470198",https://sfassessor.org/ (search APN 7515A051)
Noe Valley,5120 Diamond Heights Bl,15,3,wood frame (5),7515A053,7515A,053,2024-05-24T12:45:03.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74684335,-122.441470198",https://sfassessor.org/ (search APN 7515A053)
Noe Valley,5120 Diamond Heights Bl,15,3,wood frame (5),7515A052,7515A,052,2024-05-24T12:45:03.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74684335,-122.441470198",https://sfassessor.org/ (search APN 7515A052)
Noe Valley,99 Jersey St,15,4,wood frame (5),6535031A,6535,031A,2023-12-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750771362,-122.427044874",https://sfassessor.org/ (search APN 6535031A)
Noe Valley,1064 Dolores St,14,4,wood frame (5),3649007,3649,007,2024-10-25T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75237443,-122.425616223",https://sfassessor.org/ (search APN 3649007)
Noe Valley,135 Clipper St,14,3,wood frame (5),6552039,6552,039,2024-09-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749004749,-122.427959303",https://sfassessor.org/ (search APN 6552039)
Noe Valley,2211 Castro St,14,3,wood frame (5),6621045,6621,045,2026-03-17T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.743784238,-122.433035193",https://sfassessor.org/ (search APN 6621045)
Noe Valley,292 30th St,14,2,wood frame (5),6637020,6637,020,2024-05-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.742360642,-122.426251947",https://sfassessor.org/ (search APN 6637020)
Noe Valley,3618 22nd St,14,3,wood frame (5),3620077,3620,077,2026-05-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.755104064,-122.428340294",https://sfassessor.org/ (search APN 3620077)
Noe Valley,5028 Diamond Heights Bl,14,4,wood frame (5),7504A013,7504A,013,2023-10-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746418862,-122.443850207",https://sfassessor.org/ (search APN 7504A013)
Noe Valley,5036 Diamond Heights Bl,14,2,wood frame (5),7504A014,7504A,014,2014-09-17T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746418862,-122.443850207",https://sfassessor.org/ (search APN 7504A014)
Noe Valley,5040 Diamond Heights Bl,14,4,wood frame (5),7504A003,7504A,003,2024-12-12T14:34:22.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746418862,-122.443850207",https://sfassessor.org/ (search APN 7504A003)
Noe Valley,5040 Diamond Heights Bl,14,4,wood frame (5),7504A006,7504A,006,2024-08-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746418862,-122.443850207",https://sfassessor.org/ (search APN 7504A006)
Noe Valley,5044 Diamond Heights Bl,14,4,wood frame (5),7504A015,7504A,015,2024-08-29T12:35:17.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746418862,-122.443850207",https://sfassessor.org/ (search APN 7504A015)
Noe Valley,5068 Diamond Heights Bl,14,2,wood frame (5),7504A018,7504A,018,2020-06-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746418862,-122.443850207",https://sfassessor.org/ (search APN 7504A018)
Noe Valley,5082 Diamond Heights Bl,14,3,wood frame (5),7515A015,7515A,015,2023-05-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A015)
Noe Valley,5082 Diamond Heights Bl,14,3,wood frame (5),7515A014,7515A,014,2024-05-23T10:23:38.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A014)
Noe Valley,5084 Diamond Heights Bl,14,3,,7515A018,7515A,018,2023-05-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A018)
Noe Valley,5084 Diamond Heights Bl,14,3,,7515A016,7515A,016,2023-05-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A016)
Noe Valley,5084 Diamond Heights Bl,14,3,,7515A017,7515A,017,2023-05-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A017)
Noe Valley,5086 Diamond Heights Bl,14,2,wood frame (5),7515A020,7515A,020,2023-05-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A020)
Noe Valley,5086 Diamond Heights Bl,14,2,wood frame (5),7515A019,7515A,019,2023-05-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A019)
Noe Valley,5088 Diamond Heights Bl,14,3,wood frame (5),7515A013,7515A,013,2025-09-17T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A013)
Noe Valley,5088 Diamond Heights Bl,14,4,wood frame (5),7515A022,7515A,022,2024-05-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A022)
Noe Valley,5088 Diamond Heights Bl,14,2,wood frame (5),7515A021,7515A,021,2023-05-22T09:45:16.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A021)
Noe Valley,5090 Diamond Heights Bl,14,3,wood frame (5),7515A024,7515A,024,2023-05-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A024)
Noe Valley,5090 Diamond Heights Bl,14,3,wood frame (5),7515A023,7515A,023,2023-05-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A023)
Noe Valley,5092 Diamond Heights Bl,14,3,wood frame (5),7515A026,7515A,026,2023-05-23T12:34:10.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A026)
Noe Valley,5092 Diamond Heights Bl,14,3,wood frame (5),7515A025,7515A,025,2025-04-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746547103,-122.442465769",https://sfassessor.org/ (search APN 7515A025)
Noe Valley,1351 Noe St,13,3,wood frame (5),6580026,6580,026,2015-10-09T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747201089,-122.431270694",https://sfassessor.org/ (search APN 6580026)
Noe Valley,1598 Dolores St,13,4,wood frame (5),6618007,6618,007,2006-07-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.743944444,-122.424668066",https://sfassessor.org/ (search APN 6618007)
Noe Valley,1598 Dolores St,13,4,wood frame (5),6618009,6618,009,2004-08-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.743944444,-122.424668066",https://sfassessor.org/ (search APN 6618009)
Noe Valley,1598 Dolores St,13,5,constr type 4,6618051,6618,051,2023-05-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.743944444,-122.424668066",https://sfassessor.org/ (search APN 6618051)
Noe Valley,1598 Dolores St,13,4,wood frame (5),6618040,6618,040,2009-11-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.743944444,-122.424668066",https://sfassessor.org/ (search APN 6618040)
Noe Valley,1598 Dolores St,13,4,wood frame (5),6618052,6618,052,2009-11-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.743944444,-122.424668066",https://sfassessor.org/ (search APN 6618052)
Noe Valley,199 Carnelian Wy,13,3,wood frame (5),7501120,7501,120,1985-03-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747952179,-122.439553623",https://sfassessor.org/ (search APN 7501120)
Noe Valley,200 29th St,13,4,wood frame (5),6618038,6618,038,2006-07-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.743931954,-122.424882109",https://sfassessor.org/ (search APN 6618038)
Noe Valley,210 29th St,13,4,wood frame (5),6618010,6618,010,2004-08-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.744039113,-122.425094185",https://sfassessor.org/ (search APN 6618010)
Noe Valley,4135 Cesar Chavez St,13,3,wood frame (5),6581046,6581,046,1996-10-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747125256,-122.432351599",https://sfassessor.org/ (search APN 6581046)
Noe Valley,4288 24th St,13,3,wood frame (5),2830025,2830,025,2008-07-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751144281,-122.438245371",https://sfassessor.org/ (search APN 2830025)
Noe Valley,5094 Diamond Heights Bl,13,3,wood frame (5),7515A027,7515A,027,2024-01-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746696573,-122.441968251",https://sfassessor.org/ (search APN 7515A027)
Noe Valley,5094 Diamond Heights Bl,13,3,wood frame (5),7515A029,7515A,029,2023-05-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746696573,-122.441968251",https://sfassessor.org/ (search APN 7515A029)
Noe Valley,5094 Diamond Heights Bl,13,4,wood frame (5),7515A028,7515A,028,2023-06-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746696573,-122.441968251",https://sfassessor.org/ (search APN 7515A028)
Noe Valley,5100 Diamond Heights Bl,13,3,wood frame (5),7515A030,7515A,030,2023-05-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746696573,-122.441968251",https://sfassessor.org/ (search APN 7515A030)
Noe Valley,5100 Diamond Heights Bl,13,3,wood frame (5),7515A031,7515A,031,2023-05-24T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746696573,-122.441968251",https://sfassessor.org/ (search APN 7515A031)
Noe Valley,5102 Diamond Heights Bl,13,3,wood frame (5),7515A032,7515A,032,2025-05-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74678618,-122.442010831",https://sfassessor.org/ (search APN 7515A032)
Noe Valley,5102 Diamond Heights Bl,13,3,wood frame (5),7515A033,7515A,033,2026-06-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746786179,-122.442010832",https://sfassessor.org/ (search APN 7515A033)
Noe Valley,5104 Diamond Heights Bl,13,3,wood frame (5),7515A034,7515A,034,2025-04-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746696573,-122.441968251",https://sfassessor.org/ (search APN 7515A034)
Noe Valley,5104 Diamond Heights Bl,13,3,wood frame (5),7515A035,7515A,035,2024-12-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746696573,-122.441968251",https://sfassessor.org/ (search APN 7515A035)
Noe Valley,5106 Diamond Heights Bl,13,4,wood frame (5),7515A037,7515A,037,2023-05-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746795459,-122.441830452",https://sfassessor.org/ (search APN 7515A037)
Noe Valley,5106 Diamond Heights Bl,13,3,wood frame (5),7515A036,7515A,036,2023-11-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746795459,-122.441830452",https://sfassessor.org/ (search APN 7515A036)
Noe Valley,5108 Diamond Heights Bl,13,3,wood frame (5),7515A038,7515A,038,2025-07-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746696573,-122.441968251",https://sfassessor.org/ (search APN 7515A038)
Noe Valley,5108 Diamond Heights Bl,13,4,wood frame (5),7515A039,7515A,039,2023-05-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746696573,-122.441968251",https://sfassessor.org/ (search APN 7515A039)
Noe Valley,101 27th St,12,4,wood frame (5),6594001,6594,001,2017-08-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7470265,-122.42271382",https://sfassessor.org/ (search APN 6594001)
Noe Valley,12 Carnelian Wy,12,3,wood frame (5),7501161,7501,161,2026-06-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747669181,-122.441933069",https://sfassessor.org/ (search APN 7501161)
Noe Valley,1226 Church St,12,4,wood frame (5),6509003,6509,003,2024-05-16T14:47:56.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75122952,-122.427705139",https://sfassessor.org/ (search APN 6509003)
Noe Valley,150 28th St,12,3,wood frame (5),6600013,6600,013,2024-10-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.745676088,-122.425806339",https://sfassessor.org/ (search APN 6600013)
Noe Valley,1739 Church St,12,3,wood frame (5),6633018,6633,018,1995-01-17T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.743144916,-122.426335881",https://sfassessor.org/ (search APN 6633018)
Noe Valley,20 Carnelian Wy,12,2,wood frame (5),7501165,7501,165,2022-05-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747786359,-122.441669876",https://sfassessor.org/ (search APN 7501165)
Noe Valley,24 Carnelian Wy,12,3,wood frame (5),7501156,7501,156,2021-01-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747802796,-122.441537442",https://sfassessor.org/ (search APN 7501156)
Noe Valley,24 Carnelian Wy,12,3,wood frame (5),7501167,7501,167,1994-05-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747802796,-122.441537442",https://sfassessor.org/ (search APN 7501167)
Noe Valley,36 Valley St,12,3,wood frame (5),6616014,6616,014,2024-04-25T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.744963955,-122.423102355",https://sfassessor.org/ (search APN 6616014)
Noe Valley,3830 24th St,12,3,wood frame (5),3651019,3651,019,1995-12-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751896159,-122.428160382",https://sfassessor.org/ (search APN 3651019)
Noe Valley,4 Carnelian Wy,12,3,wood frame (5),7501157,7501,157,2023-07-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747510647,-122.442183519",https://sfassessor.org/ (search APN 7501157)
Noe Valley,4095 Cesar Chavez St,12,3,wood frame (5),6580027,6580,027,2020-12-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747209029,-122.431132708",https://sfassessor.org/ (search APN 6580027)
Noe Valley,4232 25th St,12,3,wood frame (5),6539009,6539,009,1986-10-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749893174,-122.434714002",https://sfassessor.org/ (search APN 6539009)
Noe Valley,4236 25th St,12,3,wood frame (5),6539010,6539,010,2024-01-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749884845,-122.434851955",https://sfassessor.org/ (search APN 6539010)
Noe Valley,4475 23rd St,12,3,wood frame (5),2807039,2807,039,2026-01-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752175215,-122.442054695",https://sfassessor.org/ (search APN 2807039)
Noe Valley,495 Grand View Av,12,3,,2807042,2807,042,1993-10-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751767875,-122.442313759",https://sfassessor.org/ (search APN 2807042)
Noe Valley,5070 Diamond Heights Bl,12,3,wood frame (5),7515A002,7515A,002,2024-05-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395834,-122.442964918",https://sfassessor.org/ (search APN 7515A002)
Noe Valley,5072 Diamond Heights Bl,12,3,wood frame (5),7515A004,7515A,004,2023-05-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395834,-122.442964918",https://sfassessor.org/ (search APN 7515A004)
Noe Valley,5072 Diamond Heights Bl,12,3,wood frame (5),7515A003,7515A,003,2023-05-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395834,-122.442964918",https://sfassessor.org/ (search APN 7515A003)
Noe Valley,5074 Diamond Heights Bl,12,3,wood frame (5),7515A005,7515A,005,2023-05-17T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395834,-122.442964918",https://sfassessor.org/ (search APN 7515A005)
Noe Valley,5074 Diamond Heights Bl,12,3,wood frame (5),7515A006,7515A,006,2023-05-17T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395834,-122.442964918",https://sfassessor.org/ (search APN 7515A006)
Noe Valley,5076 Diamond Heights Bl,12,3,wood frame (5),7515A007,7515A,007,2023-05-17T10:36:56.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395834,-122.442964918",https://sfassessor.org/ (search APN 7515A007)
Noe Valley,5076 Diamond Heights Bl,12,3,wood frame (5),7515A008,7515A,008,2023-05-17T10:36:56.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395834,-122.442964918",https://sfassessor.org/ (search APN 7515A008)
Noe Valley,5078 Diamond Heights Bl,12,3,wood frame (5),7515A009,7515A,009,2023-05-18T10:29:15.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395834,-122.442964918",https://sfassessor.org/ (search APN 7515A009)
Noe Valley,5078 Diamond Heights Bl,12,3,wood frame (5),7515A001,7515A,001,2023-07-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395834,-122.442964918",https://sfassessor.org/ (search APN 7515A001)
Noe Valley,5078 Diamond Heights Bl,12,3,wood frame (5),7515A010,7515A,010,2025-11-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395834,-122.442964918",https://sfassessor.org/ (search APN 7515A010)
Noe Valley,5080 Diamond Heights Bl,12,3,wood frame (5),7515A011,7515A,011,2026-06-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395833,-122.44296492",https://sfassessor.org/ (search APN 7515A011)
Noe Valley,5080 Diamond Heights Bl,12,3,wood frame (5),7515A012,7515A,012,2023-05-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.746395834,-122.442964918",https://sfassessor.org/ (search APN 7515A012)
Noe Valley,5143 Diamond Heights Bl,12,3,wood frame (5),7501133,7501,133,1994-05-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747230558,-122.440092629",https://sfassessor.org/ (search APN 7501133)
Noe Valley,5160 Diamond Heights Bl,12,3,wood frame (5),7517077,7517,077,2002-08-14T10:01:18.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.745900082,-122.440472655",https://sfassessor.org/ (search APN 7517077)
Noe Valley,6 Carnelian Wy,12,3,wood frame (5),7501158,7501,158,2014-07-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747557837,-122.442127528",https://sfassessor.org/ (search APN 7501158)
Noe Valley,650 Diamond St,12,4,wood frame (5),2805007,2805,007,2024-02-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752076525,-122.436663218",https://sfassessor.org/ (search APN 2805007)
Noe Valley,981 Elizabeth St,12,2,wood frame (5),2828047,2828,047,2019-08-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751270894,-122.442329322",https://sfassessor.org/ (search APN 2828047)
Noe Valley,1595 Noe St,11,3,wood frame (5),6620026,6620,026,2000-10-30T15:29:09.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74366752,-122.430954589",https://sfassessor.org/ (search APN 6620026)
Noe Valley,180 Carnelian Wy,11,3,wood frame (5),7501110,7501,110,2016-09-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747642243,-122.440398964",https://sfassessor.org/ (search APN 7501110)
Noe Valley,188 Carnelian Wy,11,2,wood frame (5),7501114,7501,114,2023-05-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.747669248,-122.440084682",https://sfassessor.org/ (search APN 7501114)
