neighborhood,address,units,stories,construction,apn,block,lot,last_permit,streetview,recorder_lookup
Mission,130 Duboce Av,4,2,wood frame (5),3502021,3502,021,2018-10-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.770039782,-122.423054175",https://sfassessor.org/ (search APN 3502021)
Mission,130 Lexington St,4,3,wood frame (5),3589072,3589,072,2023-01-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.761174214,-122.420967268",https://sfassessor.org/ (search APN 3589072)
Mission,130 Linda St,4,2,wood frame (5),3597054,3597,054,1999-12-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.759483079,-122.423018617",https://sfassessor.org/ (search APN 3597054)
Mission,1304 Valencia St,4,2,wood frame (5),6514002,6514,002,1997-12-17T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751851143,-122.420934634",https://sfassessor.org/ (search APN 6514002)
Mission,1306 Minna St,4,2,wood frame (5),3548041,3548,041,2023-07-31T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.76812861,-122.419319432",https://sfassessor.org/ (search APN 3548041)
Mission,1307 Hampshire St,4,2,wood frame (5),4276017,4276,017,1990-05-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751102612,-122.406971796",https://sfassessor.org/ (search APN 4276017)
Mission,1324 Alabama St,4,3,wood frame (5),4271003,4271,003,1986-06-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750567844,-122.411038162",https://sfassessor.org/ (search APN 4271003)
Mission,1328 Valencia St,4,3,wood frame (5),6514006,6514,006,2021-12-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751424401,-122.420893775",https://sfassessor.org/ (search APN 6514006)
Mission,133 Dolores St,4,2,wood frame (5),3545049,3545,049,2025-12-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767358836,-122.426255524",https://sfassessor.org/ (search APN 3545049)
Mission,1335 Stevenson St,4,3,wood frame (5),3513050,3513,050,2010-09-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.771000691,-122.421491083",https://sfassessor.org/ (search APN 3513050)
Mission,1337 Natoma St,4,3,wood frame (5),3548084,3548,084,2005-08-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767801832,-122.418403413",https://sfassessor.org/ (search APN 3548084)
Mission,1337 Natoma St,4,3,wood frame (5),3548099,3548,099,2014-08-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767801832,-122.418403413",https://sfassessor.org/ (search APN 3548099)
Mission,1338 Hampshire St,4,3,wood frame (5),4275005,4275,005,2011-05-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750699623,-122.407358831",https://sfassessor.org/ (search APN 4275005)
Mission,134 Lexington St,4,2,wood frame (5),3589073,3589,073,2022-06-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.761105752,-122.420960711",https://sfassessor.org/ (search APN 3589073)
Mission,1342 Guerrero St,4,2,wood frame (5),6533008,6533,008,1997-08-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749664354,-122.422866964",https://sfassessor.org/ (search APN 6533008)
Mission,1342 Minna St,4,2,wood frame (5),3548036A,3548,036A,2019-01-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767631864,-122.419327384",https://sfassessor.org/ (search APN 3548036A)
Mission,1347 Minna St,4,3,wood frame (5),3548049,3548,049,2015-12-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767535305,-122.419053004",https://sfassessor.org/ (search APN 3548049)
Mission,1347 Minna St,4,2,wood frame (5),3548167,3548,167,2024-10-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767535305,-122.419053004",https://sfassessor.org/ (search APN 3548167)
Mission,1349 Minna St,4,2,wood frame (5),3548168,3548,168,2024-10-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767538485,-122.419054345",https://sfassessor.org/ (search APN 3548168)
Mission,1349 South Van Ness Av,4,3,wood frame (5),6519032,6519,032,2006-04-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75165364,-122.415836508",https://sfassessor.org/ (search APN 6519032)
Mission,1350 Guerrero St,4,3,wood frame (5),6533010,6533,010,2010-12-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749511525,-122.423000031",https://sfassessor.org/ (search APN 6533010)
Mission,1351 Minna St,4,2,wood frame (5),3548169,3548,169,2024-10-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767542726,-122.419057027",https://sfassessor.org/ (search APN 3548169)
Mission,1353 Minna St,4,2,wood frame (5),3548170,3548,170,2024-10-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767541665,-122.419055686",https://sfassessor.org/ (search APN 3548170)
Mission,1354 Vermont St,4,3,wood frame (5),4262028,4262,028,2025-10-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752351043,-122.403633252",https://sfassessor.org/ (search APN 4262028)
Mission,1356 Stevenson St,4,4,wood frame (5),3513202,3513,202,2024-02-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.770635445,-122.421830041",https://sfassessor.org/ (search APN 3513202)
Mission,1356 Stevenson St,4,4,wood frame (5),3513073,3513,073,2008-03-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.770635445,-122.421830041",https://sfassessor.org/ (search APN 3513073)
Mission,1361 San Bruno Av,4,2,wood frame (5),4262017,4262,017,2001-08-24T09:59:43.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752330484,-122.403975778",https://sfassessor.org/ (search APN 4262017)
Mission,1363 Hampshire St,4,2,wood frame (5),4276023,4276,023,2009-04-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750487809,-122.406809133",https://sfassessor.org/ (search APN 4276023)
Mission,1363 Minna St,4,2,wood frame (5),3548046,3548,046,1989-01-31T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767304657,-122.418930136",https://sfassessor.org/ (search APN 3548046)
Mission,1365 Valencia St,4,3,wood frame (5),6515020,6515,020,2023-03-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751155117,-122.420222021",https://sfassessor.org/ (search APN 6515020)
Mission,1365 York St,4,2,wood frame (5),4275028,4275,028,2000-03-30T12:28:39.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750226998,-122.407661177",https://sfassessor.org/ (search APN 4275028)
Mission,1366 Guerrero St,4,2,wood frame (5),6533013,6533,013,2010-01-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749271908,-122.422977082",https://sfassessor.org/ (search APN 6533013)
Mission,1366 Natoma St,4,3,wood frame (5),3548070,3548,070,2023-10-30T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767321212,-122.41865601",https://sfassessor.org/ (search APN 3548070)
Mission,1367 San Bruno Av,4,2,wood frame (5),4262016,4262,016,2001-08-24T09:59:43.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75226202,-122.403969268",https://sfassessor.org/ (search APN 4262016)
Mission,1369 Stevenson St,4,2,wood frame (5),3513044,3513,044,2021-03-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.77051188,-122.421444266",https://sfassessor.org/ (search APN 3513044)
Mission,1372 Natoma St,4,2,wood frame (5),3548071,3548,071,2021-07-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767252751,-122.418649455",https://sfassessor.org/ (search APN 3548071)
Mission,1372 San Bruno Av,4,3,wood frame (5),4263008,4263,008,1991-04-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752141764,-122.404538847",https://sfassessor.org/ (search APN 4263008)
Mission,1376 Natoma St,4,2,wood frame (5),3548072,3548,072,2018-04-26T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767184153,-122.418642889",https://sfassessor.org/ (search APN 3548072)
Mission,1380 San Bruno Av,4,3,wood frame (5),4263008A,4263,008A,2014-09-03T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752074061,-122.404451296",https://sfassessor.org/ (search APN 4263008A)
Mission,1380 San Bruno Av,4,3,wood frame (5),4263043,4263,043,2019-05-22T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.752074061,-122.404451296",https://sfassessor.org/ (search APN 4263043)
Mission,1385 Hampshire St,4,3,wood frame (5),4276004A,4276,004A,2023-08-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750250414,-122.406795177",https://sfassessor.org/ (search APN 4276004A)
Mission,1386 Guerrero St,4,2,wood frame (5),6533016,6533,016,2022-04-20T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749051207,-122.422955947",https://sfassessor.org/ (search APN 6533016)
Mission,1390 Utah St,4,3,wood frame (5),4264009,4264,009,2025-05-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.751893168,-122.40552792",https://sfassessor.org/ (search APN 4264009)
Mission,1393 Hampshire St,4,3,wood frame (5),4276045,4276,045,2022-07-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750181436,-122.40688724",https://sfassessor.org/ (search APN 4276045)
Mission,1401 Valencia St,4,3,wood frame (5),6530025,6530,025,2008-09-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750379906,-122.420333955",https://sfassessor.org/ (search APN 6530025)
Mission,1404 Florida St,4,2,wood frame (5),4337001,4337,001,2004-12-06T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749324632,-122.409888228",https://sfassessor.org/ (search APN 4337001)
Mission,1404 Guerrero St,4,3,wood frame (5),6567002,6567,002,2020-05-27T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.748546872,-122.422893",https://sfassessor.org/ (search APN 6567002)
Mission,141 Lexington St,4,3,wood frame (5),3589062,3589,062,2023-05-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.761062374,-122.420538974",https://sfassessor.org/ (search APN 3589062)
Mission,1420 Valencia St,4,2,wood frame (5),6531005,6531,005,2026-05-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750080476,-122.420764953",https://sfassessor.org/ (search APN 6531005)
Mission,1424 South Van Ness Av,4,2,wood frame (5),6527004,6527,004,1997-01-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750272238,-122.416401995",https://sfassessor.org/ (search APN 6527004)
Mission,143 Duboce Av,4,3,wood frame (5),3533066,3533,066,2025-03-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.769573979,-122.423358274",https://sfassessor.org/ (search APN 3533066)
Mission,143 Fair Oaks St,4,2,wood frame (5),3632023,3632,023,2017-10-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7543992,-122.42409023",https://sfassessor.org/ (search APN 3632023)
Mission,1435 Alabama St,4,2,wood frame (5),4337015,4337,015,1986-10-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.748991324,-122.410333148",https://sfassessor.org/ (search APN 4337015)
Mission,1436 Valencia St,4,3,wood frame (5),6531029,6531,029,2012-07-11T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749825008,-122.420643223",https://sfassessor.org/ (search APN 6531029)
Mission,1436 Valencia St,4,3,wood frame (5),6531041,6531,041,2024-11-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749825008,-122.420643223",https://sfassessor.org/ (search APN 6531041)
Mission,1438 Valencia St,4,2,wood frame (5),6531042,6531,042,2022-09-13T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74982819,-122.42064054",https://sfassessor.org/ (search APN 6531042)
Mission,1440 Valencia St,4,3,wood frame (5),6531044,6531,044,2014-11-14T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74982925,-122.42062847",https://sfassessor.org/ (search APN 6531044)
Mission,1440 Valencia St,4,3,wood frame (5),6531043,6531,043,2022-07-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74982925,-122.42062847",https://sfassessor.org/ (search APN 6531043)
Mission,1442 Valencia St,4,2,wood frame (5),6531030,6531,030,2014-12-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749735432,-122.420731916",https://sfassessor.org/ (search APN 6531030)
Mission,1449 South Van Ness Av,4,3,wood frame (5),6526030,6526,030,2023-10-12T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.750009798,-122.415662695",https://sfassessor.org/ (search APN 6526030)
Mission,145 Albion St,4,2,,3568068,3568,068,1991-09-25T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.764094131,-122.422639708",https://sfassessor.org/ (search APN 3568068)
Mission,145 Fair Oaks St,4,2,wood frame (5),3632072,3632,072,2017-10-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75440026,-122.424084866",https://sfassessor.org/ (search APN 3632072)
Mission,145 Fair Oaks St,4,2,wood frame (5),3632071,3632,071,2017-10-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75440026,-122.424084866",https://sfassessor.org/ (search APN 3632071)
Mission,1453 Valencia St,4,3,wood frame (5),6530017,6530,017,2007-02-23T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749685957,-122.420081074",https://sfassessor.org/ (search APN 6530017)
Mission,1454 15th St,4,2,wood frame (5),3549024,3549,024,2010-01-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.767036332,-122.416965674",https://sfassessor.org/ (search APN 3549024)
Mission,1460 South Van Ness Av,4,3,wood frame (5),6527038,6527,038,2011-08-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.7498067,-122.416357451",https://sfassessor.org/ (search APN 6527038)
Mission,1463 Alabama St,4,3,wood frame (5),4337012,4337,012,2026-04-28T12:05:23.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.74858701,-122.410294592",https://sfassessor.org/ (search APN 4337012)
Mission,147 Fair Oaks St,4,2,wood frame (5),3632073,3632,073,2017-10-10T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75440132,-122.424084866",https://sfassessor.org/ (search APN 3632073)
Mission,1473 Florida St,4,2,wood frame (5),4336007I,4336,007I,2025-03-18T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.748588819,-122.409437601",https://sfassessor.org/ (search APN 4336007I)
Mission,149 Duboce Av,4,3,wood frame (5),3533065,3533,065,2015-09-01T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.769567941,-122.423458895",https://sfassessor.org/ (search APN 3533065)
Mission,15 Dolores St,4,2,wood frame (5),3534031,3534,031,2022-03-07T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.768776813,-122.426433877",https://sfassessor.org/ (search APN 3534031)
Mission,15 Hill St,4,2,wood frame (5),3617106,3617,106,2017-12-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.75594604,-122.421554048",https://sfassessor.org/ (search APN 3617106)
Mission,15 Juri St,4,2,wood frame (5),6532038,6532,038,2013-01-29T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.749730639,-122.421948061",https://sfassessor.org/ (search APN 6532038)
Mission,15 San Carlos St,4,2,wood frame (5),3576022,3576,022,2024-01-02T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.762432366,-122.419983698",https://sfassessor.org/ (search APN 3576022)
Mission,152 San Carlos St,4,2,wood frame (5),3589043,3589,043,2016-04-19T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.760935344,-122.42025192",https://sfassessor.org/ (search APN 3589043)
Mission,154 Linda St,4,3,wood frame (5),3597050,3597,050,2010-08-16T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.759209235,-122.422992387",https://sfassessor.org/ (search APN 3597050)
Mission,156 Lexington St,4,2,wood frame (5),3589076,3589,076,2003-11-21T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.760831908,-122.420934489",https://sfassessor.org/ (search APN 3589076)
Mission,1560 Mission St,4,2,wood frame (5),3506002,3506,002,2007-06-15T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.773531852,-122.418404324",https://sfassessor.org/ (search APN 3506002)
Mission,157 Capp St,4,2,wood frame (5),3570044,3570,044,2014-08-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.764143783,-122.418465297",https://sfassessor.org/ (search APN 3570044)
Mission,157 Capp St,4,3,wood frame (5),3570137,3570,137,2025-12-08T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.764143783,-122.418465297",https://sfassessor.org/ (search APN 3570137)
Mission,157 Lexington St,4,3,wood frame (5),3589059,3589,059,2013-08-05T00:00:00.000,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=37.760862291,-122.420623915",https://sfassessor.org/ (search APN 3589059)
